Text;Emotion;Translated_Text
i feel very excited for my familys future;joy;i merasa sangat bersemangat untuk masa depan keluarga saya
i was feeling very reluctant about the players even finding a library or sage to identify stuff for them;fear;i merasa sangat enggan tentang pemain bahkan menemukan perpustakaan atau bijak untuk mengidentifikasi hal-hal bagi mereka
i lost my power feeling lethargic headachie tired mentally blah you get the picture;sadness;aku kehilangan kekuatan aku merasa lesu headachie lelah secara mental blah kamu mendapatkan gambar
i guess it is the taboo feeling naughty bad and dirty;love;Saya kira itu adalah tabu merasa nakal buruk dan kotor
i feel slightly embarrassed that i keep telling myself and trying to make myself believe that life is actually to enjoy just to be let down harder and harder each time;sadness;i merasa sedikit malu bahwa saya terus mengatakan kepada diri sendiri dan mencoba untuk membuat diriku percaya bahwa hidup sebenarnya menikmati hanya untuk dikecewakan lebih keras dan lebih keras setiap kali
i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy;joy;i am berdiri di kemeja besar tee baggy yoga celana menarik rambut sudah setengah keringat dicoret-coret dari spin dan saya mencoba untuk merasa anggun dan seksi
i feel indecisive about baker although my room is the smallest double it still seems big but i hate how loud the guys across the hall are;fear;Saya merasa ragu tentang tukang roti meskipun kamar saya adalah ganda terkecil itu masih tampak besar tapi aku benci seberapa keras orang-orang di aula adalah
i feel like i must defend my beloved blue hehe;love;i feel like i must defend my loved blue hehe
i feel listless but today was aiiiiighhhht;sadness;i feel listless but today was aiiiighhhht
i leave in four weeks and im starting to feel a little heartbroken at the thought of it;sadness;i meninggalkan dalam empat minggu dan im mulai merasa sedikit patah hati memikirkan hal itu
i feel so idiotic because of you;sadness;Aku merasa sangat bodoh karenamu.
i am expected to be monogamous which to me feels like i am being faithful to someone who is with someone else;love;saya diharapkan untuk menjadi monogami yang bagi saya merasa seperti saya sedang setia kepada seseorang yang dengan orang lain
id rather have no one know how i really feel but then again sometimes i can be compassionate and sometimes i can be beautiful;love;ld lebih suka tidak ada yang tahu bagaimana saya benar-benar merasa tapi sekali lagi kadang-kadang saya bisa belas kasihan dan kadang-kadang saya bisa menjadi indah
i feel like i can breath now and not be so rushed;anger;i merasa seperti saya bisa bernapas sekarang dan tidak begitu terburu-buru
i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series;joy;i merasa benar-benar sukses untuk fakta bahwa saya membaca buku seri musim panas ini yang benar-benar dihitung untuk tantangan menyelesaikan enam total seri
i know like the recommendation function in modern web shops while it feels a little bit strange to see the product you ve just searched for in a web shop on a totally different site s advertising;fear;saya tahu seperti fungsi rekomendasi di toko-toko web modern sementara rasanya sedikit aneh untuk melihat produk Anda baru saja mencari di sebuah toko web di situs yang sama sekali berbeda iklan
i feel like i should give it a shout out because it was that delicious;joy;i merasa seperti saya harus memberikan berteriak keluar karena itu yang lezat
im feeling in my heart to make my list of things that i am thankful for;joy;lm perasaan dalam hati saya untuk membuat daftar saya hal-hal yang saya syukuri
i feel this way i withdraw become irritable;anger;aku merasa seperti ini aku menarik diri menjadi mudah marah
i feel honored to take part in the upcoming sight amp sound greatest film poll;joy;Saya merasa terhormat untuk mengambil bagian dalam pandangan yang akan datang amp suara jajak pendapat film terbesar
i feel like i m trying to be that guy who hangs out with curious george;surprise;aku merasa seperti aku mencoba untuk menjadi orang yang bergaul dengan George yang penasaran
i feel dirty for loving comments;sadness;aku merasa kotor untuk komentar yang penuh kasih
i feel this product deserves a positive review i do want to leave you with a somewhat contradictory final thought;joy;i merasa produk ini layak review positif saya ingin meninggalkan Anda dengan pemikiran terakhir agak bertentangan
i vow to be gasp nicer to everyone not just a select few marybeth and isabella lol i will say what i feel and not cover up something sweet with something shitty;love;Aku bersumpah untuk menjadi lebih baik untuk semua orang bukan hanya memilih beberapa Marybeth dan Isaacella lol saya akan mengatakan apa yang saya rasakan dan tidak menutupi sesuatu yang manis dengan sesuatu yang menyebalkan
i feel overwhelmed stressed and pressured inside something magical happens when i take off my shoes and go for a walk in the park or on the beach;fear;i merasa kewalahan stres dan menekan dalam sesuatu magis terjadi ketika saya melepas sepatu saya dan pergi berjalan-jalan di taman atau di pantai
i feel these people are utterly useless in my view;sadness;i merasa orang-orang ini benar-benar tidak berguna dalam pandangan saya
i am feeling rebellious i will start from the end instead of the beginning a very good place to start;anger;saya merasa memberontak saya akan mulai dari akhir bukan awal tempat yang sangat baik untuk memulai
i need to be just as open with them as i am with some of my friends when i feel that they have wronged me;anger;aku harus terbuka dengan mereka seperti aku dengan beberapa teman-temanku ketika aku merasa bahwa mereka telah bersalah padaku
i was coming out of a lengthy illness and i was feeling lousy groundless indecisive and without any direction;sadness;i keluar dari penyakit panjang dan saya merasa buruk groundless ragu-ragu dan tanpa arah
i feel gloomy or get really bad cabin fever;sadness;saya merasa suram atau mendapatkan benar-benar buruk demam kabin
i feel like dlk could make a pretty sweet full length;joy;i feel like dlk could make a pretty sweet full long
i wish i didnt do butttt semuanya sudah terlambat dan i feel so stupid everytime i think about it and i think about it every time means i feel stupid everytime;sadness;Saya berharap saya tidak melakukan butttt semuanya sudah terlambat dan saya merasa begitu bodoh setiap kali saya berpikir tentang hal itu dan saya berpikir tentang hal itu setiap kali berarti saya merasa bodoh setiap kali
i didnt feel so stupid then but a still little bit ignorant compared with the native african healers who have been using this for over a century;sadness;Saya tidak merasa begitu bodoh maka tapi masih sedikit bodoh dibandingkan dengan penyembuh Afrika asli yang telah menggunakan ini selama lebih dari satu abad
i feel like im the only one whos caring about whats good for me right now;love;i merasa seperti im satu-satunya yang peduli tentang apa yang baik bagi saya sekarang
i am feeling a little lost without it;sadness;saya merasa sedikit hilang tanpa itu
i still feel ashamed at how i treated him;sadness;aku masih merasa malu bagaimana aku memperlakukannya
i totally passed this one up when it first appeared on xbla but it s now on sony s handheld and it feels like a pretty perfect fit;joy;i benar-benar melewati satu ini ketika pertama kali muncul di xbla tapi s sekarang di soy s genggam dan rasanya seperti cocok cukup sempurna
when my elders do not understand me in the right way;sadness;Ketika orang tua saya tidak mengerti saya dengan cara yang benar
i sat there for a while listening to the wind blow through the trees feeling so calm until she was finally ready to come;joy;i duduk di sana untuk sementara mendengarkan angin bertiup melalui pohon-pohon merasa begitu tenang sampai akhirnya dia siap untuk datang
i woke up feeling shaky and nauseous with lots of cramping and pressure in my abdomen and pelvis;fear;i terbangun merasa gemetar dan mual dengan banyak kram dan tekanan di perut saya dan panggul
i feel like it gave me a lot of valuable information on ways i can improve my skin in the present and maintain and improve it in the future;joy;i merasa seperti itu memberi saya banyak informasi berharga tentang cara-cara saya dapat meningkatkan kulit saya di masa sekarang dan mempertahankan dan memperbaikinya di masa depan
i discovered that it gave me a great feeling of satisfaction to produce a blog post a delicious dish a few photos a written recipe that tangible job completed feeling that s rare in my life as a stay at home mom;joy;i menemukan bahwa itu memberi saya perasaan kepuasan yang besar untuk menghasilkan sebuah posting blog hidangan lezat beberapa foto tertulis resep bahwa pekerjaan nyata menyelesaikan perasaan yang langka dalam hidup saya sebagai tinggal di rumah ibu
i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy;anger;i merasa seperti dia bertindak judes dan complainy untuk mencoba dan cocok tapi itu tidak masuk akal karena untuk sebagian besar tidak judes dan complainy
